answer_llm,answer_orig,document,question,course
"Yes, graduate students are allowed to transfer credits from other institutions. Each academic program at ASU can accept, at their discretion, up to 12 graduate-level credit hours with a grade of 'B' or better that were not used toward a previous degree. These credits must have been taken within three years of admission to the ASU degree or certificate program to be accepted.","We don't consider graduate students as transfer students. Potential graduate students must apply, be accepted and admitted into graduate programs of study.Each academic program can accept, at their discretion, up to 12 graduate-level credit hours with a grade of 'B' or better that were not used toward a previous degree. These preadmission credits must have been taken within three years of admission to the Arizona State University degree or certificate program to be accepted. You can learn more about preadmission credits in this graduate policies and procedures guide.",12,Are graduate students allowed to transfer credits from other institutions?,ASU Online
"The maximum number of credits you can transfer to a master's or PhD program at ASU is up to 12 graduate-level credit hours, provided these credits were not used toward a previous degree and were taken within three years of admission to the ASU program.","We don't consider graduate students as transfer students. Potential graduate students must apply, be accepted and admitted into graduate programs of study.Each academic program can accept, at their discretion, up to 12 graduate-level credit hours with a grade of 'B' or better that were not used toward a previous degree. These preadmission credits must have been taken within three years of admission to the Arizona State University degree or certificate program to be accepted. You can learn more about preadmission credits in this graduate policies and procedures guide.",12,What is the maximum number of credits I can transfer to a master's or PhD program?,ASU Online
"To have your previous credits considered for acceptance at ASU, you need to have earned a grade of 'B' or better for graduate-level credit hours. Additionally, these preadmission credits must have been taken within three years of admission to your degree or certificate program at Arizona State University.","We don't consider graduate students as transfer students. Potential graduate students must apply, be accepted and admitted into graduate programs of study.Each academic program can accept, at their discretion, up to 12 graduate-level credit hours with a grade of 'B' or better that were not used toward a previous degree. These preadmission credits must have been taken within three years of admission to the Arizona State University degree or certificate program to be accepted. You can learn more about preadmission credits in this graduate policies and procedures guide.",12,What grade do I need for my previous credits to be considered for acceptance?,ASU Online
"To qualify for transfer, your preadmission credits must have been taken within three years of your admission to the Arizona State University degree or certificate program.","We don't consider graduate students as transfer students. Potential graduate students must apply, be accepted and admitted into graduate programs of study.Each academic program can accept, at their discretion, up to 12 graduate-level credit hours with a grade of 'B' or better that were not used toward a previous degree. These preadmission credits must have been taken within three years of admission to the Arizona State University degree or certificate program to be accepted. You can learn more about preadmission credits in this graduate policies and procedures guide.",12,How recent must my preadmission credits be to qualify for transfer?,ASU Online
"No, an ASU Online degree does not differ from an Arizona State University diploma in terms of the name. Your diploma and transcript will state 'Arizona State University,' not 'ASU Online.'",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Does an ASU Online degree differ from an Arizona State University diploma?,ASU Online
"If you graduate from ASU Online, your diploma will say 'Arizona State University.'",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,What will my diploma say if I graduate from ASU Online?,ASU Online
"Yes, the faculty members for ASU Online courses are from Arizona State University. The same prestigious faculty who teach on campus also teach ASU Online courses.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Are the faculty members for ASU Online courses from ASU?,ASU Online
"No, your transcript will not indicate that you studied at ASU Online. It will simply state 'Arizona State University.'",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Will my transcript indicate that I studied at ASU Online?,ASU Online
"No, there is no distinction in the degree from ASU Online compared to on-campus degrees. Both online and on-campus degrees are issued by Arizona State University, and the diploma and transcript will state 'Arizona State University'. The same faculty teach both online courses and on-campus classes, ensuring the rigor and quality is the same.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Is there a distinction in the degree from ASU Online compared to on-campus degrees?,ASU Online
"The maximum number of credit hours you can take during the spring and fall semesters at ASU Online is 18 credit hours. For programs within the Ira A. Fulton Schools of Engineering, the maximum is 19 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the maximum number of credit hours I can take during the spring and fall semesters at ASU Online?,ASU Online
"In a summer session at ASU Online, you are allowed to enroll in up to 7 credits, which typically means you can take about two classes, as each course is usually 3 to 4 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,How many classes am I allowed to take in a summer session at ASU Online?,ASU Online
"Yes, you can enroll in classes across different sessions at ASU Online. You are allowed to enroll in up to 18 credit hours for the spring and fall semesters, which typically equates to about three classes per session A and session B. Additionally, you can enroll in up to 7 credits for each summer session.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Can I enroll in classes across different sessions at ASU Online?,ASU Online
"Eighteen credit hours typically translates to about six classes per semester, as each course usually carries 3 to 4 credit hours. In the context of separate sessions, 18 credit hours equate to approximately three classes for each session A and session B.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What does 18 credit hours translate to in terms of the number of classes I can take?,ASU Online
"Yes, there are differences in credit hour limits for programs within the Ira A. Fulton Schools of Engineering. Students in these programs are allowed to enroll in up to 19 credit hours for spring and fall semesters, while the general limit is 18 credit hours for other programs.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Are there any differences in credit hour limits for programs within the Ira A. Fulton Schools of Engineering?,ASU Online
"To qualify for financial aid as an undergraduate student at ASU Online, you need to demonstrate exceptional financial need and complete a Free Application for Federal Student Aid (FAFSA) file. Gift assistance, which includes federal student aid or grants, is available to online-degree-seeking students who qualify for aid, with the exception of the Financial Aid Trust Grant. For more information about different types of federal aid, you can visit Arizona State University's Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,How can I qualify for financial aid as an undergraduate student at ASU Online?,ASU Online
"Yes, there are grants available for online degree-seeking students at ASU who qualify for aid, except for the Financial Aid Trust Grant. To qualify for these grants, students will need to complete a Free Application for Federal Student Aid (FAFSA) to demonstrate financial need. However, graduate students do not qualify for grants from the state or federal government.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Are there any grants available for online degree-seeking students at ASU?,ASU Online
"To apply for federal student aid at ASU, you will need to complete a Free Application for Federal Student Aid (FAFSA) file. This is necessary to qualify for federal student aid or grants, which are awarded to undergraduate students who demonstrate exceptional financial need. Once you have your FAFSA completed, you can visit Arizona State University's Financial Aid and Scholarship Services website for more information about the various types of federal aid available to online-degree-seeking students who qualify.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What is the process to apply for federal student aid at ASU?,ASU Online
"No, graduate students do not qualify for grants from the state or federal government at ASU Online. However, graduate students can find scholarships from private donors and have access to federal student loans and private education loans.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Can graduate students receive grants for their studies at ASU Online?,ASU Online
"You can find scholarships for graduate studies at ASU by exploring the Scholarships page, where ASU offers a variety of scholarships. Additionally, you can search for scholarships from private donors through ASU's scholarship search portal if you are in need of financial aid.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Where can I find scholarships for graduate studies at ASU?,ASU Online
"ASU Online recommends using a standard PC or Mac desktop or laptop computer for taking courses. This should be equipped with a webcam, headset, and microphone to successfully access the multimedia tools in the courses. Mobile devices such as cell phones, Google Chromebooks, and tablet computers are not recommended as they do not provide the necessary access and functionality. Additionally, courses are best viewed with a high-speed Internet connection using the browsers Firefox or Chrome.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What type of computer is recommended for taking ASU Online courses?,ASU Online
"Yes, to successfully participate in online classes, you will need a standard PC or Mac desktop or laptop computer equipped with a webcam, headset, and microphone. Mobile devices such as cell phones, Chromebooks, or tablets are not recommended due to limited access and functionality for ASU Online courses. It's also best to use a high-speed Internet connection and the browsers Firefox or Chrome.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Do I need specific software or tools to participate in online classes?,ASU Online
"Yes, it is necessary to have a webcam for your online courses at ASU. ASU Online recommends using a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone to successfully participate in the courses.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Is it necessary to have a webcam for my online courses at ASU?,ASU Online
"No, you cannot use a tablet or smartphone for your ASU Online classes. ASU Online recommends using a standard PC or Mac desktop or laptop computer to ensure you can successfully access the multimedia tools and resources in your courses. Mobile devices, including tablets and smartphones, will not provide the necessary access and functionality for ASU Online courses.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Can I use a tablet or smartphone for my ASU Online classes?,ASU Online
The best web browsers for accessing ASU Online courses are Firefox and Chrome. It is recommended to use these browsers for optimal performance while participating in your courses.,"ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Which web browsers are best for accessing ASU Online courses?,ASU Online
"At Arizona State University (ASU), if you are pursuing a degree program at ASU Online, you will take all of your courses online. If you want to take classes on campus, you need to enroll as an on-campus student. However, if you are an on-campus student, you have the option to enroll in an iCourse (online course for on-campus students) or hybrid and ASU Sync courses that include live lectures via Zoom. Additionally, students can transfer between online and on-campus programs as long as the program is offered in both modalities.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Are there options for taking both online and on-campus classes at ASU?,ASU Online
"If you want to take on-campus courses while enrolled in ASU Online, you will need to enroll as an on-campus student. ASU Online students are required to take all of their courses online and can't mix online and on-campus classes.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What do I need to do if I want to take on-campus courses while enrolled in ASU Online?,ASU Online
"Yes, on-campus students can participate in online courses by enrolling in an iCourse. However, a special iCourse fee may apply. Additionally, on-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,"Can on-campus students participate in online courses, and are there any additional fees?",ASU Online
"On-campus students can enroll in online courses known as iCourses, which are specifically available to them, although a special iCourse fee may apply. Additionally, on-campus students may also take hybrid courses or ASU Sync courses, which include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What types of online courses are available to on-campus students?,ASU Online
"Yes, hybrid or ASU Sync courses include live lectures via Zoom for students.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Do hybrid or ASU Sync courses include live sessions for students?,ASU Online
"Yes, it is possible to switch from an online program to an on-campus program at ASU, provided that the academic program is offered in both formats. Each student's situation will differ based on the degree program and their financial circumstances, so it is advisable to consult the student support team for guidance on the appropriate pathway.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Is it possible to switch from an online program to an on-campus program at ASU?,ASU Online
"Yes, students enrolled in on-campus programs can transfer to online programs, as online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus. It's important for each student to consider their individual circumstances and seek guidance from the student support team to determine the best pathway.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Can students enrolled in on-campus programs transfer to online programs?,ASU Online
"The ability to change your learning format is determined by several factors. Firstly, the academic program must be offered in both online and on-campus formats. Additionally, each student's specific situation will vary based on the degree program they are enrolled in and their financial circumstances. For personalized guidance, students are encouraged to consult the student support team.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,What factors determine the ability to change my learning format?,ASU Online
"Yes, the student support team can assist with the transition between program formats. They provide guidance on the right pathway for each student, whether they are changing from an online program to an on-campus program or vice versa, as long as the academic program is offered in both formats.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Will the student support team assist with the transition between program formats?,ASU Online
"Yes, specific academic programs allow switching between online and on-campus modalities, provided that the program is offered in both formats. Students may change their learning modalities depending on their individual circumstances and the guidance of the student support team.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Are there specific academic programs that allow switching between online and on-campus modalities?,ASU Online
"After you complete your ASU Online application for admission, you will receive an ASURITE ID and activation code via email. This ASURITE ID allows you to check your admission status online through My ASU. Once you're admitted, you can assess your eligibility to register for classes, while any holds on your record must be cleared before you can register. If all holds are cleared, you will be able to register on or after your assigned enrollment appointment shown on your My ASU page. It’s important to note that after submitting your application, the admission team will require transcripts from all institutions you've attended, which may take time to process before a decision is made. Generally, it can take anywhere from five business days to four weeks to receive your admission decision.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What should I expect after I complete my ASU Online application for admission?,ASU Online
You will receive your ASURITE ID and activation code via email after you submit your application for admission.,"You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How will I receive my ASURITE ID and activation code after applying?,ASU Online
"To determine if you are eligible to register for classes at ASU Online, first check your admission status by using your ASURITE ID and activation code, which you will receive via email after submitting your application for admission. Once you are admitted, you can check if there are any holds on your record that must be cleared before registering. You must clear any registration holds before you can register for classes. After all holds are resolved, you will be able to register on or after the assigned enrollment appointment date and time shown on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How can I determine if I am eligible to register for classes?,ASU Online
"If there are holds on your record preventing you from registering, you must clear those holds before you can register for classes. You can check your eligibility to register and view any holds on your record through your My ASU page after being admitted to ASU. Once all registration holds are cleared, you will be able to register on or after your assigned enrollment appointment date and time.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What do I need to do if there are holds on my record preventing me from registering?,ASU Online
"You can start registering for classes after being admitted to ASU Online and once you have cleared any registration holds on your record. After you submit your application for admission, you will receive an ASURITE ID and an activation code, which allows you to check your admission status online. Once admitted, you can check your eligibility to register and will need to register on or after the assigned enrollment appointment shown on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,When can I start registering for classes after being admitted to ASU Online?,ASU Online
"Instructors at ASU Online facilitate learning using a variety of methods to share materials, promote interaction between students, and monitor student progress throughout the course. They leverage the flexibility of online education, allowing for most courses to have assignments and due dates, while some may require specific log-on times for certain activities or assignments. Additionally, certain assignments and tests may be available only for limited time frames, which encourages timely completion by students.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What are the methods used by instructors to facilitate learning in an online environment?,ASU Online
"The flexibility of an online degree program at ASU allows students to manage their course requirements in several ways. While most courses have assignments and due dates that need to be met, many do not require specific log-on times, enabling students to complete work at their convenience. However, students should be aware that some assignments and tests may have limited availability, requiring completion within a designated time frame. Additionally, students can work with academic advisors to tailor their course load, which can affect how quickly they complete their degree. This flexibility in scheduling and course management is designed to accommodate diverse student needs and circumstances.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How does the flexibility of an online degree program work in terms of course requirements?,ASU Online
"Most online courses at Arizona State University are offered asynchronously, meaning there are generally no specific scheduled times for attending classes. However, some courses may have synchronous components or require group work that occurs at a specific time. It is important for students to check the syllabus of their courses for any specific log-on times or other expectations.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Are there specific scheduled times for attending online classes?,ASU Online
"Students are monitored for progress throughout their online courses through various methods employed by ASU instructors and faculty. They share materials, promote interaction between students, and track student progress via assignments and due dates. Some assignments and tests may be available for a limited time, which requires students to complete them within the designated period.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How are students monitored for progress throughout their online courses?,ASU Online
"In online courses at ASU, most assignments and tests have specific due dates. While the courses offer flexibility, some may require students to log in at designated times for certain activities or assignments. It's important to note that some assignments and tests may only be available for a limited time, such as a 48-hour period, meaning they must be completed within that window.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Can you explain the timing and availability of assignments and tests in online courses?,ASU Online
"The tuition costs for ASU Online programs are influenced by several factors, including the specific program you are enrolled in, the number of transfer credits you have, and your course load. To help estimate your tuition fees, you can use the ASU tuition calculator, which provides estimates prior to any financial aid, scholarships, or grants. Additionally, most students at ASU Online receive financial aid, which can significantly reduce out-of-pocket costs.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What factors influence the tuition costs for ASU Online programs?,ASU Online
"Yes, there is a tool available to help estimate tuition fees for online courses. You can use the Arizona State University tuition calculator to estimate the potential costs of your degree before applying or enrolling.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Is there a tool available to help estimate tuition fees for online courses?,ASU Online
"Financial aid can significantly impact the overall costs of attending ASU Online by reducing out-of-pocket expenses for students. Most students may receive financial aid, which can help lower the financial burden associated with tuition and other costs. Additionally, ASU Online students may be eligible for various forms of financial aid, including grants and federal student loans, particularly for those who demonstrate exceptional financial need. Understanding these options and applying for aid can facilitate a more affordable educational experience at ASU Online.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,How can financial aid impact the overall costs of attending ASU Online?,ASU Online
You can find more information about the standard cost of attendance by viewing the additional cost estimates provided on the ASU website.,"ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Where can I find more information about the standard cost of attendance?,ASU Online
"Yes, most ASU Online students receive financial aid, which can help reduce their out-of-pocket costs.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Do most ASU Online students receive any form of financial assistance?,ASU Online
"Earned Admission at ASU is a performance-based pathway that enables students to gain admission by successfully completing 12 or 24 credit hours of first-year ASU courses. This option is available for those who do not initially meet the admission requirements for ASU, allowing them to demonstrate their capability through coursework.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Can you explain what Earned Admission is at ASU?,ASU Online
