answer_llm,answer_orig,document,question,course
"Your degree from ASU Online is taught by faculty from Arizona State University, and your diploma and transcript will say 'Arizona State University.' There is no difference in the diploma itself between an ASU Online degree and a traditional on-campus degree.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Does an ASU Online degree differ from an Arizona State University diploma?,ASU Online
"Your diploma, if you graduate from ASU Online, will say ""Arizona State University.""",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,What will my diploma say if I graduate from ASU Online?,ASU Online
"Yes, the faculty members for ASU Online courses are from Arizona State University. The same prestigious faculty and instructors who teach on Arizona State University campuses also teach the ASU Online courses.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Are the faculty members for ASU Online courses from ASU?,ASU Online
"Your transcript from ASU Online will indicate ""Arizona State University.""",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Will my transcript indicate that I studied at ASU Online?,ASU Online
"There is no distinction in the degree from ASU Online compared to on-campus degrees. Your diploma and transcript will say 'Arizona State University,' regardless of whether you complete your classes online or on campus.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Is there a distinction in the degree from ASU Online compared to on-campus degrees?,ASU Online
"The maximum number of credit hours you can take during the spring and fall semesters at ASU Online is 18. If you are enrolled in a program within the Ira A. Fulton Schools of Engineering, you can take up to 19 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the maximum number of credit hours I can take during the spring and fall semesters at ASU Online?,ASU Online
"You are allowed to enroll in up to 7 credits for each summer session at ASU Online. Since each course is typically 3 to 4 credit hours, you can enroll in about two classes per summer session.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,How many classes am I allowed to take in a summer session at ASU Online?,ASU Online
"Yes, you can enroll in classes across different sessions at ASU Online. You are allowed to enroll in up to 18 credit hours for spring and fall semesters (or 19 for programs within the Ira A. Fulton Schools of Engineering) and up to 7 credits for each summer session. This means you could potentially enroll in 9 credits (or about three classes) per session A and session B.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Can I enroll in classes across different sessions at ASU Online?,ASU Online
"Eighteen credit hours typically translate to about six classes per semester, as each course is usually 3 to 4 credit hours. For a semester with session A and session B, you could enroll in about three classes per session.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What does 18 credit hours translate to in terms of the number of classes I can take?,ASU Online
"Yes, there are differences in credit hour limits for programs within the Ira A. Fulton Schools of Engineering. Students in these programs are allowed to enroll in up to 19 credit hours for the spring and fall semesters, compared to the standard limit of 18 credit hours for other programs.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Are there any differences in credit hour limits for programs within the Ira A. Fulton Schools of Engineering?,ASU Online
"To qualify for financial aid as an undergraduate student at ASU Online, you need to demonstrate exceptional financial need. This involves completing a Free Application for Federal Student Aid (FAFSA) file. If you qualify, you may receive gift assistance, also known as federal student aid or grants. It's important to visit Arizona State University's Financial Aid and Scholarship Services website for more detailed information about the different types of federal aid you might be eligible for.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,How can I qualify for financial aid as an undergraduate student at ASU Online?,ASU Online
"Yes, grants are available for online degree-seeking undergraduate students at Arizona State University (ASU) who qualify for federal student aid. These grants are awarded to students who demonstrate exceptional financial need and require a complete Free Application for Federal Student Aid (FAFSA) file to qualify. Note that the Financial Aid Trust Grant is not available to online students. For more information on various types of federal aid, you can visit ASU's Financial Aid and Scholarship Services website. Graduate students do not qualify for state or federal grants but can explore scholarships from private donors and consider federal or private education loans.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Are there any grants available for online degree-seeking students at ASU?,ASU Online
"To apply for federal student aid at Arizona State University (ASU), you need to complete the Free Application for Federal Student Aid (FAFSA). This is required to qualify for different types of federal aid, including grants for undergraduate students who qualify, except for the Financial Aid Trust Grant. You can find more information about the process and types of aid available by visiting the ASU Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What is the process to apply for federal student aid at ASU?,ASU Online
"Graduate students at ASU Online do not qualify for grants from state or federal government programs. However, they can seek scholarships from private donors through ASU's scholarship search portal, and they also have options for federal student loans and private education loans.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Can graduate students receive grants for their studies at ASU Online?,ASU Online
You can find scholarships for graduate studies at ASU by using the ASU's scholarship search portal to explore scholarships offered by private donors. You can also visit the Scholarships page to learn more about the different types of scholarships available.,"For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Where can I find scholarships for graduate studies at ASU?,ASU Online
"Arizona State University Online recommends using a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone for taking its courses. Mobile devices such as cell phones, Google Chromebooks, or tablets like Apple iPads, Samsung Galaxy, or Microsoft Surface are not recommended as they do not provide the necessary access and functionality for ASU Online courses. It's also advised to use a high-speed Internet connection and browsers like Firefox or Chrome for the best experience. Linux is not supported.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What type of computer is recommended for taking ASU Online courses?,ASU Online
"To participate in ASU Online classes, it is recommended to use a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone. A high-speed Internet connection and using browsers like Firefox or Chrome, which are available for free online, are advised for the best experience. Mobile devices such as cell phones, Google Chromebooks, or tablets are not recommended as they do not provide the necessary access and functionality for the courses. Additionally, Linux is not supported.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Do I need specific software or tools to participate in online classes?,ASU Online
"Yes, it is necessary to have a webcam for your online courses at ASU. ASU Online recommends using a standard PC or Mac desktop or laptop computer equipped with a webcam, headset, and microphone to successfully participate in online classes.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Is it necessary to have a webcam for my online courses at ASU?,ASU Online
"No, you cannot use a tablet or smartphone for your ASU Online classes. ASU Online recommends using a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone to ensure proper access and functionality for the courses. Mobile devices like tablets and smartphones are not recommended as they may not provide the necessary access and functionality.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Can I use a tablet or smartphone for my ASU Online classes?,ASU Online
The best web browsers for accessing ASU Online courses are Firefox and Chrome.,"ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Which web browsers are best for accessing ASU Online courses?,ASU Online
"At Arizona State University (ASU), students enrolled in a degree program through ASU Online will take all courses online. If you want to take on-campus courses, you must enroll as an on-campus student. However, on-campus students have the option to take online courses known as iCourses, which are available to them but may incur a special fee. Additionally, on-campus students can also participate in hybrid or ASU Sync courses that include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Are there options for taking both online and on-campus classes at ASU?,ASU Online
"If you wish to take on-campus courses while enrolled in ASU Online, you will need to enroll as an on-campus student. ASU Online students are required to take all of their courses online.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What do I need to do if I want to take on-campus courses while enrolled in ASU Online?,ASU Online
"Yes, on-campus students can participate in online courses by enrolling in iCourses, which are online courses available to them. However, there may be a special iCourse fee that applies. On-campus students can also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,"Can on-campus students participate in online courses, and are there any additional fees?",ASU Online
"On-campus students at ASU can enroll in iCourses, which are online courses specifically available to them and might include a special iCourse fee. They can also enroll in hybrid courses or ASU Sync courses, which consist of live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What types of online courses are available to on-campus students?,ASU Online
"Yes, hybrid or ASU Sync courses include live sessions for students. On-campus students who enroll in these courses have live lectures available via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Do hybrid or ASU Sync courses include live sessions for students?,ASU Online
"Yes, it is possible to switch from an online program to an on-campus program at Arizona State University, as long as the academic program is offered in both modalities. Each student's situation could vary depending on their specific degree program and financial circumstances. The ASU student support team can provide guidance on the appropriate pathway for each individual student.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Is it possible to switch from an online program to an on-campus program at ASU?,ASU Online
"Yes, students enrolled in on-campus programs can transfer to online programs, as long as the academic program is offered both online and on campus. The process may vary depending on the specific degree program and the student's financial situation, and guidance from the student support team is recommended.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Can students enrolled in on-campus programs transfer to online programs?,ASU Online
"The ability to change your learning format depends on whether the academic program you're enrolled in is offered both online and on campus. Additionally, each student's situation may be influenced by their specific degree program and financial situation. It is recommended to consult the student support team for guidance on the appropriate pathway for your circumstances.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,What factors determine the ability to change my learning format?,ASU Online
"Yes, the student support team will assist with the transition between program formats. They can provide guidance on the right pathway for each student who wishes to change learning modalities between online and on-campus programs, as long as the academic program is offered in both formats.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Will the student support team assist with the transition between program formats?,ASU Online
"Yes, there are specific academic programs at ASU that allow students to switch between online and on-campus modalities, provided that the academic program is offered in both formats. Each student's ability to switch may depend on their particular degree program and financial situation. The student support team can offer guidance tailored to each student's circumstances.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Are there specific academic programs that allow switching between online and on-campus modalities?,ASU Online
"After you complete your ASU Online application for admission, you will receive an ASURITE ID and activation code via email. This ASURITE ID allows you to check your admission status online through My ASU. Once admitted, you can determine your eligibility to register for classes. Additionally, you may encounter registration holds on your record, which must be cleared before you can register for classes. Once all holds are cleared, you will be able to register on or after the assigned enrollment appointment date and time shown on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What should I expect after I complete my ASU Online application for admission?,ASU Online
You will receive your ASURITE ID and activation code via email after you submit your application for admission.,"You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How will I receive my ASURITE ID and activation code after applying?,ASU Online
"To determine if you are eligible to register for classes at ASU, you need to complete the admission process and receive your ASURITE ID and activation code, which will allow you to check your admission status online through My ASU. Once admitted, you can verify your eligibility to register by checking for any registration holds that may be on your record. These holds must be cleared before you can register for classes. After all holds are cleared, you will be able to register on or after your assigned enrollment appointment, which is indicated by a specific date and time on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How can I determine if I am eligible to register for classes?,ASU Online
"If there are holds on your record preventing you from registering, you must clear all registration holds before you can register for classes. Once these holds are cleared, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What do I need to do if there are holds on my record preventing me from registering?,ASU Online
"After being admitted to ASU Online, you will be able to register for classes once all registration holds are cleared from your record. You can do this on or after the assigned enrollment appointment (date and time) shown on your My ASU page. You will receive an ASURITE ID and activation code via email, which will allow you to check your admission status and registration eligibility online.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,When can I start registering for classes after being admitted to ASU Online?,ASU Online
"ASU instructors and faculty facilitate learning in an online environment by using a variety of methods to share materials, promote interaction between students, and monitor student progress throughout the course.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What are the methods used by instructors to facilitate learning in an online environment?,ASU Online
"The flexibility of an online degree program at ASU Online works by allowing students to complete most courses with assignments and due dates that offer some level of flexibility. Although a few courses may require specific log-on times for certain activities or assignments, most work can be completed within designated periods, such as 48-hour windows for tests or assignments. This flexibility is one of the benefits of completing an online degree, enabling students to manage their schedules to some extent.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How does the flexibility of an online degree program work in terms of course requirements?,ASU Online
"Most online courses at Arizona State University are offered asynchronously, meaning there are no specific scheduled log-in times. However, some courses might have synchronous components, which could include live teaching sessions or group work that require coordination at specific times. It's important to check the syllabus for each course to understand any required scheduled times.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Are there specific scheduled times for attending online classes?,ASU Online
"Students are monitored for progress throughout their online courses by ASU instructors and faculty who use a variety of methods to share materials, promote interaction between students, and track student progress. This approach allows for flexibility while ensuring that students meet assignment deadlines and participate in required activities.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How are students monitored for progress throughout their online courses?,ASU Online
"In online courses, the timing and availability of assignments and tests vary. Most courses have assignments with specific due dates, and a few may require specific log-on times for certain activities. Assignments and tests might only be available for a limited time, such as a 48-hour period, which means students need to complete them within the designated timeframe. Online courses generally offer flexibility, though it's important to manage your time to meet these deadlines.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Can you explain the timing and availability of assignments and tests in online courses?,ASU Online
"The tuition costs for ASU Online programs are influenced by several factors, including the specific program you choose, the number of transfer credits you have, and your course load. To get an estimate of your tuition fees before factoring in any financial aid, scholarships, or grants, you can use ASU's tuition calculator. These factors will help you understand the potential costs associated with your chosen online program.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What factors influence the tuition costs for ASU Online programs?,ASU Online
"Yes, there is a tool available to estimate tuition fees for online courses. You can use the Arizona State University tuition calculator to estimate your tuition costs prior to any financial aid, scholarships, or grants.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Is there a tool available to help estimate tuition fees for online courses?,ASU Online
"Financial aid can significantly impact the overall costs of attending ASU Online by reducing out-of-pocket expenses for students. Most ASU Online students receive financial aid, which can help lower their tuition costs. Undergraduate students may qualify for gift assistance, such as federal student aid or grants, if they demonstrate exceptional financial need by completing a FAFSA file. While graduate students do not qualify for state or federal grants, they can access scholarships from private donors, as well as federal and private loans. Utilizing financial aid options available at ASU can therefore play a crucial role in making education more affordable.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,How can financial aid impact the overall costs of attending ASU Online?,ASU Online
"You can find more information about the standard cost of attendance by using the ASU tuition calculator to estimate your tuition fees prior to any financial aid, scholarships, or grants. Additionally, you can view ASU's standard cost of attendance for potential cost estimates.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Where can I find more information about the standard cost of attendance?,ASU Online
"Yes, most ASU Online students receive financial assistance, which can help reduce out-of-pocket costs.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Do most ASU Online students receive any form of financial assistance?,ASU Online
Earned Admission at Arizona State University is a performance-based pathway that allows students to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. It is designed for students who may not meet the traditional admission requirements but still want to pursue their education at ASU.,Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Can you explain what Earned Admission is at ASU?,ASU Online
"To gain admission to ASU through Earned Admission, you need to take and pass 12 or 24 credit hours of first-year ASU courses. This performance-based pathway allows you to earn your way into Arizona State University even if you do not initially meet the standard admission requirements. To begin this process, submit an undergraduate application to ASU, and if Earned Admission is suitable for you, an enrollment advisor will provide you with further details.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,How can I gain admission to ASU through Earned Admission?,ASU Online
"To qualify for Earned Admission at Arizona State University, you need to take and pass either 12 or 24 credit hours of first-year ASU courses through a performance-based pathway. If you do not meet the general admission requirements for ASU, you can participate in Earned Admission by taking university courses offered on ASU's Universal Learner platform. Once you successfully earn a cumulative GPA of 2.75 through these courses, you will be admitted into a degree program with ASU Online that meets general admission requirements.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,What do I need to do to qualify for Earned Admission?,ASU Online
"No, Earned Admission is not based on your previous academic performance. It is a performance-based pathway that allows you to gain admission into Arizona State University by taking and passing 12 or 24 credit hours of first-year ASU courses, irrespective of your past academic achievements.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Is Earned Admission based on my previous academic performance?,ASU Online
"For Earned Admission at ASU, you must complete either 12 or 24 credit hours of first-year courses.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,How many credit hours must I complete for Earned Admission?,ASU Online
Prospective students at ASU can find a variety of scholarships. More information about these scholarships can be explored on the ASU Scholarships page.,ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,What types of scholarships can prospective students find at ASU?,ASU Online
"ASU offers a variety of scholarships. To find more information about the scholarships offered, you can explore the Scholarships page on their website.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,How can I find more information about the scholarships offered at ASU?,ASU Online
"Yes, ASU has a dedicated Scholarships page where you can explore the various scholarship options available.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Is there a specific page dedicated to scholarships at ASU?,ASU Online
"Yes, Arizona State University (ASU) provides financial assistance in the form of scholarships. To learn more about the available scholarships, you can explore the Scholarships page on ASU's website.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Can you tell me if ASU provides financial assistance in the form of scholarships?,ASU Online
"The context provided does not explicitly mention specific scholarship options for online students at Arizona State University (ASU). However, it does mention that undergraduate students may qualify for federal student aid or grants if they demonstrate exceptional financial need, with the requirement of a completed FAFSA file. Graduate students might find scholarships from private donors through ASU's scholarship search portal. For more detailed information on scholarship options, it would be best to visit Arizona State University's Financial Aid and Scholarship Services website.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Are there different scholarship options available for online students at ASU?,ASU Online
