answer_llm,answer_orig,document,question,course
"Your diploma from Arizona State University will indicate that you earned your degree from Arizona State University, not that it was obtained through ASU Online.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Will my diploma indicate that I earned my degree online or simply from Arizona State University?,ASU Online
Your transcript from ASU Online will show that your degree is from 'Arizona State University.' It will not indicate that it is from 'ASU Online.',Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,What will my transcript show regarding my degree from ASU Online?,ASU Online
"No, there is no difference in how the diploma looks for online students versus on-campus students. Both will receive a diploma from Arizona State University, and it will say 'Arizona State University' on it.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Is there a difference in how the diploma looks for online students versus on-campus students?,ASU Online
"Yes, the faculty for ASU Online courses comes from Arizona State University. The online courses are taught by the same prestigious faculty who teach on ASU's campuses.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Does the faculty for ASU Online courses come from Arizona State University?,ASU Online
"Yes, an online degree from ASU is equivalent to a traditional degree from ASU. The diploma and transcript for an online degree will state ""Arizona State University,"" and the courses are taught by faculty from Arizona State University.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Is an online degree from ASU equivalent to a traditional degree from ASU?,ASU Online
"The maximum number of credit hours you can take in a semester at ASU Online is 18 credit hours for spring and fall semesters. For programs within the Ira A. Fulton Schools of Engineering, you can take up to 19 credit hours. During each summer session, the limit is 7 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the maximum number of credit hours I can take in a semester at ASU Online?,ASU Online
"Yes, you can enroll in different sessions simultaneously at ASU Online. You're allowed to enroll in up to 18 credit hours for spring and fall semesters and 7 credits for each summer session. This means you can take multiple classes across different sessions, as long as you stay within these credit limits.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Can I enroll in different sessions simultaneously at ASU Online?,ASU Online
The limit on credit hours during summer sessions at ASU Online is 7 credits for each summer session.,"You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the limit on credit hours during summer sessions at ASU Online?,ASU Online
"At ASU Online, 18 credit hours typically equate to about six classes per semester, as each course is usually 3 to 4 credit hours. This means you could enroll in approximately three classes per session A and session B.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,How many classes does 18 credit hours typically equate to at ASU Online?,ASU Online
"Yes, for programs within the Ira A. Fulton Schools of Engineering at ASU Online, you can enroll in up to 19 credit hours during the spring and fall semesters.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Are there specific credit hour limits for engineering programs at ASU Online?,ASU Online
"Yes, undergraduate students can receive financial gift aid for online degrees at ASU. Gift assistance, which includes federal student aid or grants, is awarded to qualified undergraduate students who demonstrate exceptional financial need. To qualify, students must complete a Free Application for Federal Student Aid (FAFSA). Grants are available to online-degree-seeking students who qualify for aid, with the exception of the Financial Aid Trust Grant. For more information about different types of federal aid, students should visit Arizona State University's Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Can undergraduate students receive financial gift aid for online degrees at ASU?,ASU Online
"To qualify for federal student aid at ASU, you need to complete a Free Application for Federal Student Aid (FAFSA) file. This is necessary for undergraduate students to be eligible for gift assistance, including federal student aid or grants, which are awarded based on exceptional financial need. Graduate students do not qualify for state or federal government grants, but they can explore private scholarships and federal student loans. For more information, you can visit Arizona State University's Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What do I need to do to qualify for federal student aid at ASU?,ASU Online
"Yes, grants are available for online-degree-seeking students at ASU who qualify for aid, except for the Financial Aid Trust Grant. To qualify, students need to complete the Free Application for Federal Student Aid (FAFSA).","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Are grants available for online-degree-seeking students at ASU?,ASU Online
"Graduate students at ASU have several financial aid options available to them. They can apply for scholarships from private donors through ASU's scholarship search portal. Additionally, federal student loans and private education loans are also accessible. However, it is important to note that graduate students do not qualify for grants from the state or federal government. For more specific information about the financial aid available, graduate students are encouraged to visit ASU's Financial Aid page.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What financial aid options are available for graduate students at ASU?,ASU Online
"You can find information about scholarships for graduate students at ASU by visiting ASU's scholarship search portal, where private donor scholarships are available. Additionally, you can explore the Scholarships page for more details on the various offerings.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Where can I find information about scholarships for grad students at ASU?,ASU Online
"For taking ASU Online courses, it is recommended to use a standard PC or Mac desktop or laptop computer equipped with a webcam, headset, and microphone. Mobile devices such as cell phones, Google Chromebooks, or tablets are not recommended as they may not provide the necessary access and functionality for the courses.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What type of computer is recommended for taking ASU Online courses?,ASU Online
"Yes, for online classes at ASU, it is recommended to use the browsers Firefox or Chrome to ensure successful access to multimedia tools. Additionally, a standard PC or Mac desktop or laptop computer is advised for the best experience. Mobile devices such as cell phones, Google Chromebooks, or tablets are not recommended as they do not provide the necessary access and functionality for ASU Online courses.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Are there specific internet browsers I should use for online classes?,ASU Online
"No, you cannot use a mobile device to attend ASU Online courses. ASU Online recommends using a standard PC or Mac desktop or laptop computer to ensure you can successfully access the multimedia tools required for the courses. Mobile devices such as cell phones, Google Chromebooks, or tablets are not recommended as they do not provide the necessary access and functionality.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Can I use a mobile device to attend ASU Online courses?,ASU Online
"ASU Online courses include a variety of multimedia tools and resources, all accessible through the learning management system. To successfully participate, students are recommended to use a standard PC or Mac desktop or laptop computer equipped with a webcam, headset, and microphone. Mobile devices like cell phones, Google Chromebooks, or tablets are not recommended due to limited access and functionality for ASU Online courses. Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What multimedia tools are included in ASU Online courses?,ASU Online
"No, Linux is not supported in ASU Online courses. It is recommended that students use a standard PC or Mac desktop or laptop computer with a compatible operating system for accessing course materials and multimedia tools.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Is Linux supported in ASU Online courses?,ASU Online
"At ASU, if you're pursuing a degree program at ASU Online, you must take all of your courses online. However, if you want to take courses on campus, you need to enroll as an on-campus student. On-campus students have the option to enroll in iCourses, which are online courses available to them, though a special fee may apply. Additionally, on-campus students can take hybrid or ASU Sync courses that include live lectures via Zoom. Thus, while there are options for on-campus students to incorporate online courses, online students cannot take on-campus classes.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Are there options to combine online and on-campus classes at ASU?,ASU Online
"If you want to take courses on campus while studying online at ASU, you will need to enroll as an on-campus student. If you are already an on-campus student, you can enroll in iCourses (online courses available to on-campus students) or hybrid/ASU Sync courses that include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What must I do if I want to take courses on campus while studying online?,ASU Online
"Yes, on-campus students can enroll in online courses, specifically iCourses, which are online courses available to them. However, a special iCourse fee may apply. Additionally, on-campus students can also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Can on-campus students enroll in online courses?,ASU Online
"iCourses are online courses available specifically to on-campus students at Arizona State University (ASU). On-campus students have the option to enroll in these iCourses, although a special iCourse fee may apply.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What are iCourses and who can take them?,ASU Online
"Yes, there is a special iCourse fee that may apply for on-campus students who enroll in iCourses.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Is there a fee associated with taking iCourses as an on-campus student?,ASU Online
"Yes, it is possible to switch between online and on-campus learning formats at ASU, as long as your academic program is offered in both formats. Each student's situation may vary based on their specific degree program and financial circumstances, so it’s advisable to consult the student support team for guidance on the best pathway for your needs.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Is it possible to switch between online and on-campus learning formats at ASU?,ASU Online
"To transfer between online and campus programs, both online and on-campus students are eligible to change learning modalities as long as the academic program is offered in both formats. Each student's eligibility to transfer will depend on their specific degree program and financial situation. The student support team can provide guidance tailored to each individual’s circumstances.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,What are the criteria for transferring between online and campus programs?,ASU Online
"Yes, students can switch learning modalities between online and on-campus formats as long as the academic program is offered in both modalities. Each student's ability to switch may depend on their specific degree program and financial situation, but guidance is available from the student support team.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Can you tell me if all degree programs allow switching learning modalities?,ASU Online
"Your financial situation can affect your ability to change your program format because each student's situation is unique and varies depending on the degree program in which they're enrolled. Additionally, eligibility for financial aid may play a role in determining the right pathway for each student when transitioning between online and on-campus programs. The student support team can provide specific guidance based on your financial circumstances.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,How does my financial situation affect my ability to change my program format?,ASU Online
"To find support for transitioning between online and on-campus studies, you can reach out to the student support team. They can provide guidance tailored to your specific situation, including details about the right pathway for transitioning between these learning modalities, depending on your degree program and financial situation.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Where can I find support for transitioning between online and on-campus studies?,ASU Online
"After completing the admission process at ASU Online, you can start registering for classes once you are admitted and have cleared any registration holds on your record. You will be able to register on or after the assigned enrollment appointment date and time, which you can find on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,"After completing the admission process, when can I start registering for classes at ASU Online?",ASU Online
"To check your admission status after applying to ASU Online, you need to wait until you receive your ASURITE ID and activation code via email after submitting your application. Once you have this information, you can log in to My ASU using your ASURITE ID and check your admission status online.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What do I need to do in order to check my admission status after applying to ASU Online?,ASU Online
"You can check for any holds on your record that prevent you from registering by logging into My ASU using your ASURITE ID. Once admitted, you'll be able to view your eligibility to register and any holds that may need to be cleared before you can register for classes.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How will I know if I have any holds on my record that prevent me from registering?,ASU Online
"If you find holds on your record before you can register for classes, you need to clear those holds. You will not be able to register until all registration holds are resolved. Once all holds are cleared, you will be able to register on or after your assigned enrollment appointment date and time, which can be found on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What should I do if I find holds on my record before I can register for classes?,ASU Online
"Once admitted to ASU Online, you can find the exact date and time for your enrollment appointment by checking your My ASU page. After you are admitted, ensure all registration holds on your record are cleared, as you will be able to register on or after the assigned enrollment appointment shown there.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,Where can I find the exact date and time for my enrollment appointment once admitted to ASU Online?,ASU Online
"Instructors at ASU use a variety of methods to share materials and promote interaction in online classes. They utilize the learning management system, which incorporates multimedia tools and resources to facilitate communication and engagement among students. Assignments and tests may have specific time frames for completion, encouraging interaction as students are required to participate within those designated periods. Additionally, the use of live lectures via platforms like Zoom in hybrid or ASU Sync courses further promotes interaction.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What methods do instructors use to share materials and promote interaction in online classes?,ASU Online
"The online classroom experience at ASU Online offers flexibility and a variety of interactive methods that differ from traditional classrooms. While traditional classrooms involve face-to-face interaction and a fixed schedule, the online experience allows students to engage with course materials at their convenience, with some courses requiring specific log-on times only for certain activities or assignments. Most assignments have flexible due dates, although some may only be available for a limited time. Additionally, online instructors utilize diverse approaches to promote interaction and monitor student progress throughout the course.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How does the online classroom experience differ from traditional classrooms?,ASU Online
"Most online courses at Arizona State University are offered asynchronously, meaning there are no specific log-on times required. However, some courses may include synchronous components or specific log-on times for certain activities or assignments, so it's important to check the syllabus for details.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Are there any specific log-on times required for online courses?,ASU Online
"The typical flexibility for completing assignments in an online degree program includes a mix of structured and flexible components. Most courses have assignments and due dates, but a few may require specific log-on times for certain activities. Additionally, some assignments and tests may only be available for a limited time, such as a 48-hour period, meaning they must be completed within that designated timeframe. Overall, students can enjoy a level of flexibility, but they must also be aware of specific time constraints for certain tasks.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What is the typical flexibility like for completing assignments in an online degree program?,ASU Online
"Yes, some assignments and tests may only be available for a limited time, such as a 48-hour period, requiring students to complete them within the designated time.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Will any assignments or tests have limited availability during the semester?,ASU Online
"The cost of tuition for ASU Online programs is influenced by several factors, including the specific program you choose, the number of transfer credits you have, and your course load. Additionally, most students receive financial aid, scholarships, or grants, which can help reduce out-of-pocket costs. For a more precise estimate of tuition fees before any financial aid, you can use the ASU tuition calculator.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What factors influence the cost of tuition for ASU Online programs?,ASU Online
"Yes, there is a way to estimate your tuition fees before financial aid. You can use the Arizona State University tuition calculator to estimate your tuition fees prior to any financial aid, scholarships, or grants.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Is there a way to estimate my tuition fees before financial aid?,ASU Online
"Scholarships and grants can significantly impact tuition expenses at ASU Online by reducing the amount of out-of-pocket costs that students need to cover. ASU provides a variety of scholarships, and many students benefit from financial aid, which is designed to lessen their tuition burden. It's important to note that while some scholarships and grants require full-time enrollment (12 credit hours per semester for undergraduates, or 9 credits for graduates), receiving these forms of financial assistance can help offset the overall tuition costs. For more specific information regarding how scholarships and grants might apply to individual situations, students can contact a financial aid counselor.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,How do scholarships and grants impact tuition expenses at ASU Online?,ASU Online
You can view the standard cost of attendance for ASU Online by looking at the additional cost estimates provided on their website.,"ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Where can I find the standard cost of attendance for ASU Online?,ASU Online
"The context provided states that ""Most of our students receive financial aid,"" but it does not specify an exact percentage of students receiving financial aid at ASU Online.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What percentage of students receive financial aid at ASU Online?,ASU Online
Earned Admission is a performance-based pathway that allows you to gain admission into Arizona State University (ASU) by taking and passing 12 or 24 credit hours of first-year ASU courses.,Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Can you explain what Earned Admission is?,ASU Online
"The Earned Admission process allows students who do not meet the standard admission requirements for Arizona State University (ASU) to gain admission by completing university courses. To start this process, you need to submit an undergraduate application to ASU. If Earned Admission is deemed appropriate for you, an enrollment advisor will contact you with further details.

Specifically, through Earned Admission, you can take and pass 12 or 24 credit hours of first-year ASU courses. Once you achieve a cumulative GPA of 2.75 after these courses, you will be admitted into a degree program that meets the general admission requirements for ASU Online.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,How does the Earned Admission process work?,ASU Online
"To meet the criteria for Earned Admission at ASU, you need to take and pass 12 or 24 credit hours of first-year ASU courses and achieve a cumulative GPA of at least 2.75. Once you meet this GPA requirement, you will be admitted into a degree program that meets the general admission requirements for ASU Online.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,What criteria do I need to meet for Earned Admission?,ASU Online
"Yes, there is a specific number of credit hours required for Earned Admission. You can gain admission into ASU by taking and passing either 12 or 24 credit hours of first-year ASU courses.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Is there a specific number of credit hours required for Earned Admission?,ASU Online
"For Earned Admission, you can take university courses offered on ASU's Universal Learner platform. You will need to take and pass either 12 or 24 credit hours of first-year ASU courses to gain admission into Arizona State University.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,What type of courses can I take for Earned Admission?,ASU Online
"ASU offers a variety of scholarships for online students. For more information, you should explore the Scholarships page on ASU's website. However, it's important to note that no campus scholarships are transferable to online programs. Financial aid options, such as federal student aid and grants, are also available for qualified undergraduate students, while graduate students can find scholarships from private donors through ASU's scholarship search portal.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,What types of scholarships does ASU offer for online students?,ASU Online
You can find more information about ASU scholarships by exploring the Scholarships page on the ASU website.,ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Where can I find more information about ASU scholarships?,ASU Online
The provided context does not specify any specific eligibility requirements for ASU scholarships. It mentions that ASU offers a variety of scholarships and suggests exploring the Scholarships page for more information.,ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Are there specific eligibility requirements for ASU scholarships?,ASU Online
"Yes, you can apply for scholarships at ASU even if you are already enrolled. ASU offers a variety of scholarships, so you should explore the Scholarships page to learn more about the available options.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Can I apply for scholarships if I am already enrolled at ASU?,ASU Online
"To stay updated on new scholarship opportunities at ASU, you can visit Arizona State University's Financial Aid and Scholarship Services website. This site provides information about various types of federal aid and private scholarships available to students. Additionally, using ASU's scholarship search portal can help you find scholarships from private donors.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,How can I stay updated on new scholarship opportunities at ASU?,ASU Online
