answer_llm,answer_orig,document,question,course
"Yes, the faculty for ASU Online courses come from Arizona State University. These courses are taught by the same prestigious faculty and instructors who teach on Arizona State University campuses.",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Does the faculty for ASU Online courses come from Arizona State University?,ASU Online
"Yes, an online degree from ASU is equivalent to a traditional degree from ASU. Your degree from ASU Online is taught by faculty from Arizona State University, and your diploma and transcript will say ""Arizona State University,"" not ""ASU Online.""",Your degree from ASU Online is taught by faculty from Arizona State University and your diploma and transcript will say 'Arizona State University.',13,Is an online degree from ASU equivalent to a traditional degree from ASU?,ASU Online
"The maximum number of credit hours you can take in a semester at ASU Online is 18 credit hours, or 19 for programs within the Ira A. Fulton Schools of Engineering, during the spring and fall semesters.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the maximum number of credit hours I can take in a semester at ASU Online?,ASU Online
"Yes, you can enroll in different sessions simultaneously at ASU Online. You are allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters, which can be divided among different sessions such as session A and session B. This typically equates to about three classes per session.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Can I enroll in different sessions simultaneously at ASU Online?,ASU Online
"During summer sessions at ASU Online, you are allowed to enroll in up to 7 credits for each summer session.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,What is the limit on credit hours during summer sessions at ASU Online?,ASU Online
"At ASU Online, 18 credit hours typically equate to about six classes, as each course is usually 3 to 4 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,How many classes does 18 credit hours typically equate to at ASU Online?,ASU Online
"Yes, there are specific credit hour limits for engineering programs at ASU Online. For the spring and fall semesters, students in programs within the Ira A. Fulton Schools of Engineering can enroll in up to 19 credit hours.","You're allowed to enroll in up to 18 credit hours (or 19 for programs within the Ira A. Fulton Schools of Engineering) for spring and fall semesters and 7 credits for each summer session. Each course is usually 3 to 4 credit hours, so this would mean you could enroll in about six classes per semester and two classes per summer session. So, 18 credit hours would equate to 9 credits and about three classes per session A and session B.",14,Are there specific credit hour limits for engineering programs at ASU Online?,ASU Online
"Yes, undergraduate students can receive financial gift aid for online degrees at ASU. This aid, known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To be eligible, students must have a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to those who qualify, except for the Financial Aid Trust Grant. For more information, students can visit Arizona State University's Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Can undergraduate students receive financial gift aid for online degrees at ASU?,ASU Online
"To qualify for federal student aid at Arizona State University (ASU), you need to complete a Free Application for Federal Student Aid (FAFSA) file. This is required for undergraduate students to receive gift assistance, also known as federal student aid or grants. Grants are available to online-degree-seeking students who demonstrate exceptional financial need, except for the Financial Aid Trust Grant. For more detailed information about different types of federal aid, you should visit ASU's Financial Aid and Scholarship Services website.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What do I need to do to qualify for federal student aid at ASU?,ASU Online
"Yes, grants are available for online-degree-seeking undergraduate students at ASU who qualify for aid, with the exception of the Financial Aid Trust Grant. To be considered for grants, students need to complete the Free Application for Federal Student Aid (FAFSA) and demonstrate exceptional financial need. However, graduate students do not qualify for grants from the state or federal government.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Are grants available for online-degree-seeking students at ASU?,ASU Online
"Graduate students at ASU are not eligible for state or federal grants. However, they can seek scholarships from private donors through ASU's scholarship search portal. Additionally, federal student loans and private education loans are available for graduate students in need of financial aid.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,What financial aid options are available for graduate students at ASU?,ASU Online
"You can find information about scholarships for graduate students at ASU by exploring the Scholarships page on the ASU website. Additionally, graduate students may find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available as options for financial aid.","For undergraduate students, gift assistance, also known as federal student aid or grants, is awarded to qualified students who demonstrate exceptional financial need. To qualify, you'll need a complete Free Application for Federal Student Aid (FAFSA) file. Grants are available to online-degree-seeking students who qualify for aid, except for the Financial Aid Trust Grant. Visit Arizona State University's Financial Aid and Scholarship Services website for more information about different types of federal aid.Graduate students do not qualify for grants from the state or federal government. If you're a graduate student in need of financial aid, you can find scholarships from private donors through ASU's scholarship search portal. Federal student loans and private education loans are also available.",15,Where can I find information about scholarships for grad students at ASU?,ASU Online
"ASU Online recommends using a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone to take online courses. Mobile devices such as cell phones, Google Chromebooks, or tablets like Apple iPad, Samsung Galaxy, or Microsoft Surface will not provide the necessary access and functionality for ASU Online courses and are not advised. Courses are best accessed with a high-speed internet connection using the Firefox or Chrome browsers. Linux is not supported.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What type of computer is recommended for taking ASU Online courses?,ASU Online
"For ASU Online courses, it is recommended to use the internet browsers Firefox or Chrome for the best viewing and functionality experience. These browsers can be downloaded for free online.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Are there specific internet browsers I should use for online classes?,ASU Online
"No, you cannot use a mobile device to attend ASU Online courses. ASU Online recommends using a standard PC or Mac desktop or laptop computer with a webcam, headset, and microphone, as mobile devices such as cell phones, Google Chromebooks, or tablets do not provide the access and functionality necessary for the courses.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Can I use a mobile device to attend ASU Online courses?,ASU Online
ASU Online courses are taught using a learning management system and include a variety of multimedia tools and resources.,"ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,What multimedia tools are included in ASU Online courses?,ASU Online
"No, Linux is not supported in ASU Online courses. ASU Online recommends using a standard PC or Mac desktop or laptop computer.","ASU Online courses are taught using the learning management system and include a variety of multimedia tools and resources. To ensure you can successfully access the multimedia tools in your courses, ASU Online recommends you use a standard PC or Mac desktop or laptop computer with a webcam, headset and microphone. Mobile devices such as a cell phone, Google Chromebook or tablet computer (Apple iPad, Samsung Galaxy, Microsoft Surface) will not provide the access and functionality necessary for ASU Online courses and are not recommended.Courses are best viewed using a high-speed Internet connection and the browsers Firefox or Chrome, which can be downloaded for free online. Linux is not supported. ",16,Is Linux supported in ASU Online courses?,ASU Online
"If you're pursuing a degree program at ASU Online, all of your courses must be taken online. However, if you're an on-campus student, you can combine your on-campus classes with online courses through iCourses, or enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Are there options to combine online and on-campus classes at ASU?,ASU Online
"If you want to take courses on campus while studying online, you'll need to enroll as an on-campus student. If you're currently an on-campus student, you have the option to enroll in iCourses, which are online courses specifically available to on-campus students, or in hybrid and ASU Sync courses that include live lectures via Zoom. However, as an online student wishing to take on-campus courses, you will need to officially change your enrollment status to on-campus to proceed with such courses.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What must I do if I want to take courses on campus while studying online?,ASU Online
"Yes, on-campus students can enroll in online courses known as iCourses. These are specifically designed online courses available to on-campus students. However, a special iCourse fee may apply. Additionally, on-campus students can also enroll in hybrid or ASU Sync courses, which include live lectures conducted via Zoom.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Can on-campus students enroll in online courses?,ASU Online
"iCourses are online courses that are available to on-campus students at Arizona State University. If you're an on-campus student, you have the option to enroll in iCourses. However, note that a special iCourse fee may apply.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,What are iCourses and who can take them?,ASU Online
"Yes, on-campus students who enroll in iCourses may be subject to a special iCourse fee.","If you're pursuing a degree program at ASU Online, you'll take all of your courses online. If you wish to take courses on campus, you'll need to enroll as an on-campus student.If you're an on-campus student, you may enroll in an iCourse. iCourses are online courses available to on-campus students, but a special iCourse fee may apply. On-campus students may also enroll in hybrid or ASU Sync courses, which include live lectures via Zoom.",17,Is there a fee associated with taking iCourses as an on-campus student?,ASU Online
"Yes, it is possible to switch between online and on-campus learning formats at ASU as long as the academic program is offered in both modalities. However, each student's situation may vary depending on their specific degree program and financial circumstances. The student support team at ASU can provide guidance on the appropriate pathway for each student.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Is it possible to switch between online and on-campus learning formats at ASU?,ASU Online
Online students and on-campus students at ASU are eligible to transfer between online and campus programs as long as the academic program they are enrolled in is offered in both modalities. The transfer eligibility and criteria depend on each student's specific degree program and their financial situation. The student support team at ASU can provide guidance on the appropriate pathway for each student’s circumstances.,Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,What are the criteria for transferring between online and campus programs?,ASU Online
Not all degree programs allow switching learning modalities. Students can change between online and on-campus programs if their academic program is offered in both modalities. Each student's situation may vary depending on their specific degree program and financial situation. It's recommended to seek guidance from the student support team for the best pathway.,Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Can you tell me if all degree programs allow switching learning modalities?,ASU Online
"Your ability to change your program format at ASU is influenced by multiple factors, including your financial situation. While students can switch between online and on-campus formats if their academic program is available in both, the decision can be impacted by your specific financial circumstances. To ensure the best guidance, the student support team is available to help navigate your options and determine the most suitable pathway for you.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,How does my financial situation affect my ability to change my program format?,ASU Online
"Support for transitioning between online and on-campus studies can be found through the student support team. They provide guidance on the right pathway for each student, as situations may vary depending on the degree program and financial circumstances.",Online students and on-campus students are eligible to change learning modalities as long as the academic program is offered both online and on campus.Each student's situation will be different pending the degree program in which they're enrolled and their financial situation. Our student support team can provide guidance on the right pathway for each student.,18,Where can I find support for transitioning between online and on-campus studies?,ASU Online
"After completing the admission process and being admitted to ASU Online, you will receive an ASURITE ID and activation code via email. This ID allows you to check your admission status online through My ASU. You can register for classes once all registration holds are cleared from your record. The specific date and time you can begin registering for classes will be shown as your assigned enrollment appointment on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,"After completing the admission process, when can I start registering for classes at ASU Online?",ASU Online
"After applying to ASU Online, you can check your admission status online through My ASU. You will receive an ASURITE ID and an activation code via email after you submit your application for admission. Use your ASURITE ID to log in to My ASU and view your admission status.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What do I need to do in order to check my admission status after applying to ASU Online?,ASU Online
"To know if you have any holds on your record that prevent you from registering, you should log in to My ASU. Once admitted, you can check your eligibility to register on this platform. My ASU will show if there are any holds on your record. All holds must be cleared before you can register for classes. Once the holds are cleared, you can register on or after the assigned enrollment appointment date and time displayed on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,How will I know if I have any holds on my record that prevent me from registering?,ASU Online
"If you find holds on your record before you can register for classes, you must clear these holds before proceeding with registration. Once all registration holds are removed from your record, you will then be able to register for classes on or after the assigned enrollment appointment (date and time) shown on your My ASU page.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,What should I do if I find holds on my record before I can register for classes?,ASU Online
"Once admitted to ASU Online, you can find the exact date and time for your enrollment appointment on your My ASU page. You will be able to register for classes on or after the assigned enrollment appointment, provided any registration holds on your record have been cleared.","You will receive an ASURITE ID and activation code via email after you submit your application for admission. The ASURITE allows you to check your admission status online through My ASU. Once you are admitted, you can check your eligibility to register. You may see one or more holds on your record, which must be cleared before you can register for classes. Once all registration holds are cleared from your record, you will be able to register on or after the assigned enrollment appointment (date and time) shown on your My ASU page.",19,Where can I find the exact date and time for my enrollment appointment once admitted to ASU Online?,ASU Online
"Instructors use a variety of methods to share materials and promote interaction in online classes. This includes flexibility in completing assignments with set due dates, sessions that may require specific login times for activities, and assignments/tests that have limited-time availability to be completed.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What methods do instructors use to share materials and promote interaction in online classes?,ASU Online
"The online classroom experience differs from traditional classrooms primarily in terms of flexibility and methods of delivering course content. In an online setting, instructors and faculty use a variety of methods to share materials, promote interaction, and monitor student progress. Unlike traditional classrooms where students need to be physically present at scheduled times, the online format offers more flexibility. While some courses might have specific log-on times for activities or assignments, most have set deadlines for assignments, allowing you to complete work at your own pace within the given timeframe. This allows for a more adaptable learning schedule compared to the fixed schedules of traditional classrooms.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,How does the online classroom experience differ from traditional classrooms?,ASU Online
"Arizona State University offers most of its online courses asynchronously, which means there are no set log-on times. However, there could be some synchronous components depending on the class and professor, and some courses may require specific log-on times for certain activities or assignments. It is important to read the syllabus to understand the expectations before starting the class.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Are there any specific log-on times required for online courses?,ASU Online
"One of the benefits of completing a degree online, such as through ASU, is the flexibility it offers. While a few courses may require specific log-on times for some activities or assignments, most courses have assignments and due dates that allow for completion within a designated time. Some assignments and tests may be available only for a limited period (e.g., a 48-hour period), and students must complete these within the allocated time frame.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,What is the typical flexibility like for completing assignments in an online degree program?,ASU Online
"Yes, some assignments and tests may only be available for a limited time during the semester, such as a 48-hour period, and must be completed within the designated time.","ASU instructors and faculty use a variety of methods to share materials, promote interaction between students and monitor student progress throughout the course.One of the benefits of completing your degree online is flexibility. A few courses may require specific log-on times for certain activities or assignments, but most courses have assignments and due dates. Some assignments and tests may only be available for a limited time (such as a 48-hour period), so they must be completed at some point within the designated time.",20,Will any assignments or tests have limited availability during the semester?,ASU Online
"The cost of tuition for ASU Online programs is influenced by the specific program you are enrolled in, the number of transfer credits you have, and your course load. To get an estimate of tuition fees before financial aid, scholarships, or grants, you can use the Arizona State University tuition calculator.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What factors influence the cost of tuition for ASU Online programs?,ASU Online
"Yes, you can estimate your tuition fees before financial aid by using the Arizona State University tuition calculator. The calculator allows you to estimate the potential costs of your degree based on your program, transfer credits, and course load. You can find the tuition calculator on ASU's website to get an idea of your tuition fees prior to any financial aid, scholarships, or grants.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Is there a way to estimate my tuition fees before financial aid?,ASU Online
"Scholarships and grants can significantly impact tuition expenses at ASU Online by reducing the out-of-pocket costs for students. Many students receive financial aid, including scholarships and grants, which can lower the overall cost of attendance. However, it is important to note that many scholarships and grants require full-time enrollment, while some require at least half-time enrollment, and some grants may decrease in amount if a student is not enrolled full time. For students who qualify, gift assistance or grants are available, but these are primarily for undergraduate students demonstrating exceptional financial need. Graduate students typically have access to scholarships from private donors and various loan options.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,How do scholarships and grants impact tuition expenses at ASU Online?,ASU Online
"You can find the standard cost of attendance for ASU Online by using the tuition calculator provided by ASU, which will help estimate your tuition fees. Additionally, you can view the standard cost of attendance through the resources ASU provides.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,Where can I find the standard cost of attendance for ASU Online?,ASU Online
"Most students at ASU Online receive financial aid, which can help reduce out-of-pocket costs. However, the specific percentage of students receiving financial aid is not mentioned in the provided context.","ASU tuition costs will depend on your program, transfer credits and course load. Use our tuition calculator to estimate your tuition fees prior to any financial aid, scholarships or grants.* For additional cost estimates, view our standard cost of attendance.*Most of our students receive financial aid, which can reduce out-of-pocket costs. Learn more. ",21,What percentage of students receive financial aid at ASU Online?,ASU Online
Earned Admission is a performance-based pathway that allows you to gain admission into Arizona State University (ASU) by taking and passing 12 or 24 credit hours of first-year ASU courses.,Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Can you explain what Earned Admission is?,ASU Online
"The Earned Admission process allows you to gain admission into Arizona State University through a performance-based pathway. If you're applying to an undergraduate program and don't meet the general admission requirements, you can participate in this program. It involves taking university courses offered on ASU's Universal Learner platform. To earn admission, you need to complete and pass 12 or 24 credit hours of first-year ASU courses, achieving a cumulative GPA of 2.75. Once you meet these criteria, you'll be admitted into a general admission requirement degree with ASU Online. To begin the process, submit an undergraduate application, after which an enrollment advisor will provide more details if Earned Admission is suitable for you.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,How does the Earned Admission process work?,ASU Online
"To meet the criteria for Earned Admission at Arizona State University, you need to take and pass either 12 or 24 credit hours of first-year ASU courses through their Universal Learner platform. You must achieve a cumulative GPA of 2.75 to be admitted into a general admission requirement degree with ASU Online.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,What criteria do I need to meet for Earned Admission?,ASU Online
"Yes, there is a specific number of credit hours required for Earned Admission. You need to take and pass either 12 or 24 credit hours of first-year ASU courses as part of the Earned Admission pathway.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,Is there a specific number of credit hours required for Earned Admission?,ASU Online
"For Earned Admission, you can take university courses offered on the Universal Learner platform provided by Arizona State University. These are first-year ASU courses, which you need to pass to gain admission into ASU by taking and passing 12 or 24 credit hours.",Earned Admission is a performance-based pathway that allows you to gain admission into ASU by taking and passing 12 or 24 credit hours of first-year ASU courses. ,22,What type of courses can I take for Earned Admission?,ASU Online
"ASU offers a variety of scholarships for online students. However, campus scholarships are not transferable to online programs. For more information, you can explore ASU's Scholarships page.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,What types of scholarships does ASU offer for online students?,ASU Online
You can find more information about ASU scholarships by visiting the Scholarships page on the Arizona State University website.,ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Where can I find more information about ASU scholarships?,ASU Online
"The CONTEXT provided does not include specific eligibility requirements for ASU scholarships. To learn about eligibility and other details, it is recommended to explore the Scholarships page on ASU's website.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Are there specific eligibility requirements for ASU scholarships?,ASU Online
"Yes, ASU offers a variety of scholarships that can be explored on the Scholarships page. The context does not specifically mention restrictions on applying for scholarships if you are already enrolled, so it would be advisable to visit the Scholarships page or contact a financial aid counselor for more information on eligibility criteria for enrolled students.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,Can I apply for scholarships if I am already enrolled at ASU?,ASU Online
"The provided context does not contain specific information about staying updated on new scholarship opportunities at ASU. However, based on typical processes, you might consider frequently checking Arizona State University's Financial Aid and Scholarship Services website, as mentioned in the context, for updates and new scholarship listings. It would also be beneficial to subscribe to newsletters or alerts from ASU if available.",ASU offers a variety of scholarships. Explore the Scholarships page to learn more.,23,How can I stay updated on new scholarship opportunities at ASU?,ASU Online
"To access your ASU email account, follow these steps:

1. Sign into My ASU using your ASURITE user ID and password.
2. Click on the My Gmail link located in the left side-bar.

This will take you to your Gmail for ASU account, which is the official channel for university email communication. If you're unsure about your official ASU email address, you can find it by signing into My ASU, clicking on the Profile tab, and locating it under the Contact Details box. If needed, additional information is available on your My ASU account.","ASU provides an email account to all students. It is university policy that an ASU email account be the official channel of email communication.ASU email for students is provided through Gmail. An ASU Gmail account is different from a personal Gmail account. Through your Gmail for ASU account, you have special access to Google tools for ASU such as My Apps and My Files.To finish the process of setting up your ASU email, ensure Gmail for ASU is selected.To access your Gmail for ASU account, sign into My ASU using your ASURITE user ID and password. Click on the My Gmail link located in the left side-bar.Please note: Your ASU email address is considered directory information and will appear in ASU's electronic directories. If you'd like to have your information hidden from the directory, please submit the Withhold Directory Information Request form to University Registrar Services.For more information about the policies governing email use at ASU, please review ACD 125: Computer, Internet, and Electronic Communications Information Management Policy.If you're not sure what your official ASU email address is, please follow these steps:Sign into My ASU.Click on the Profile tab.Locate the Contact Details box.Locate the ASU Email Forwarding link and you'll see your primary email address.If you have more questions on ASU Gmail, your My ASU account has additional information.",24,What is the procedure to access my ASU email account?,ASU Online
